7.4151,2.7439,1
7.3031,3.4615,1
7.2367,3.978,2
7.19,4.3758,2
7.143,4.7205,2
7.0928,5.0346,2
7.0391,5.3335,2
6.9821,5.6274,2
6.9231,5.9175,2
6.8637,6.2041,2
6.8033,6.4891,1
6.7392,6.7759,1
6.6684,7.0675,0
6.5857,7.3588,0
6.4842,7.638,0
6.357,7.8938,0
6.1994,8.1202,0
6.0077,8.3146,0
5.7799,8.4745,0
5.5223,8.5992,0
5.245,8.6887,1
4.9566,8.7442,1
4.6611,8.7723,1
4.3612,8.7807,1
4.0593,8.7752,1
3.7562,8.7571,1
3.4528,8.7269,2
3.1499,8.6863,2
2.8487,8.6395,2
2.5506,8.5907,2
2.2562,8.5435,3
1.9653,8.5001,3
2.2562,8.5435,3
1.9771,8.5033,3
1.4358,8.4293,3
0.29048,8.2747,3
-1.7521,7.999,3
-4.422,7.6385,3
-7.086,7.279,3
-9.1108,7.0061,3
-10.219,6.8574,3
-11.436,6.6711,3
-11.735,6.6155,1
-12.025,6.5721,1
-12.309,6.5374,1
-12.591,6.5027,1
-12.877,6.4616,1
-13.168,6.4147,1
-13.466,6.3647,0
-13.769,6.3125,0
-14.072,6.2551,0
-14.366,6.1887,0
-14.65,6.1093,0
-14.925,6.013,0
-15.196,5.8955,0
-15.461,5.7541,0
-15.709,5.5875,0
-15.929,5.3946,0
-16.118,5.1754,0
-16.275,4.9311,0
-16.401,4.6632,0
-16.497,4.3779,0
-16.567,4.0839,0
-16.613,3.7892,0
-16.634,3.4969,0
-16.628,3.2083,1
-16.593,2.9237,1
-16.54,2.6399,1
-16.48,2.3527,2
-16.423,2.0593,2
-16.373,1.7607,2
-16.334,1.4585,2
-16.306,1.1545,2
-16.277,0.8503,2
-16.236,0.54783,2
-16.181,0.24836,2
-16.125,-0.047369,2
-16.079,-0.33876,1
-16.044,-0.62689,1
-16.011,-0.91421,1
-15.974,-1.203,1
-15.927,-1.4932,1
-15.869,-1.7834,0
-15.797,-2.0711,0
-15.702,-2.347,0
-15.576,-2.5994,0
-15.409,-2.8177,0
-15.203,-2.9962,0
-14.958,-3.1305,0
-14.681,-3.219,0
-14.385,-3.2668,0
-14.086,-3.2806,0
-13.794,-3.2668,0
-13.508,-3.2322,1
-13.223,-3.1834,1
-12.937,-3.1252,1
-12.647,-3.0595,1
-12.352,-2.9886,2
-12.054,-2.917,2
-11.756,-2.8514,2
-11.463,-2.7977,2
-11.174,-2.7523,2
-10.884,-2.7062,3
-9.4993,-2.4763,3
-8.05,-2.2517,3
-5.9207,-1.9235,3
-3.6112,-1.5681,3
-1.6616,-1.268,3
-0.47657,-1.0849,3
0.078707,-0.9981,3
0.27418,-0.96616,3
0.36664,-0.94966,3
0.46013,-0.93272,3
0.56014,-0.91465,3
0.67064,-0.89499,3
0.80107,-0.87285,3
0.96942,-0.84668,3
1.1944,-0.81484,3
0.90602,-0.85397,3
1.1944,-0.81484,3
1.4781,-0.7819,2
1.7653,-0.74427,2
2.0616,-0.69402,2
2.362,-0.63532,1
2.659,-0.57529,1
2.9485,-0.51911,1
3.2349,-0.46678,0
3.5243,-0.41741,0
3.8192,-0.36941,0
4.1163,-0.31989,0
4.4116,-0.26592,0
4.7041,-0.20781,0
4.9968,-0.14982,0
5.2922,-0.095799,0
5.5872,-0.039632,0
5.8738,0.033121,0
6.1453,0.13679,0
6.4107,0.28222,0
6.6879,0.47827,0
6.9866,0.74516,0
7.2651,1.1733,0
7.4621,1.8798,0